CustomerID,Recency,Frequency,Monetary,Month,R_Score,F_Score,M_Score,RFM_Score,Segment
12420.0,55,1,600.39,2011-12-01,4,1,2,412,Others
12421.0,7,8,1092.83,2011-12-01,5,4,3,543,Loyal Customers
12422.0,87,21,4119.35,2011-12-01,3,5,5,355,Frequent Buyers
12423.0,90,10,2403.55,2011-12-01,3,4,4,344,Others
12424.0,154,7,3289.7799999999997,2011-12-01,3,4,5,345,Big Spenders
12425.0,70,3,1680.81,2011-12-01,3,2,4,324,Others
12426.0,186,3,1311.41,2011-12-01,2,2,4,224,Others
12427.0,3,5,1011.87,2011-12-01,5,3,3,533,Loyal Customers
12428.0,17,12,7877.2,2011-12-01,4,5,5,455,Frequent Buyers
12429.0,1,9,7435.51,2011-12-01,5,4,5,545,Loyal Customers
12430.0,35,1,256.4,2011-12-01,4,1,1,411,At Risk
12431.0,27,33,10719.41,2011-12-01,4,5,5,455,Frequent Buyers
12432.0,34,5,5059.32,2011-12-01,4,3,5,435,Big Spenders
12433.0,1,9,17790.170000000002,2011-12-01,5,4,5,545,Loyal Customers
12434.0,76,5,1062.48,2011-12-01,3,3,3,333,Others
12435.0,71,6,13925.93,2011-12-01,3,4,5,345,Big Spenders
12436.0,91,1,509.01,2011-12-01,3,1,2,312,Others
12437.0,1,46,12228.95,2011-12-01,5,5,5,555,Champions
12438.0,6,2,2906.85,2011-12-01,5,2,5,525,Loyal Customers
12439.0,674,3,1104.48,2011-12-01,1,2,3,123,Others
12440.0,449,3,768.15,2011-12-01,1,2,3,123,Others
12441.0,358,1,347.1,2011-12-01,2,1,2,212,Others
12443.0,724,1,485.31,2011-12-01,1,1,2,112,Hibernating
12444.0,13,5,5005.46,2011-12-01,5,3,5,535,Loyal Customers
12445.0,14,3,426.48,2011-12-01,5,2,2,522,Loyal Customers
12446.0,49,1,1002.3100000000001,2011-12-01,4,1,3,413,Others
12447.0,235,1,476.49,2011-12-01,2,1,2,212,Others
12448.0,36,1,449.45,2011-12-01,4,1,2,412,Others
12449.0,14,6,4835.89,2011-12-01,5,4,5,545,Loyal Customers
12450.0,148,7,666.95,2011-12-01,3,4,3,343,Others
12451.0,2,10,12546.53,2011-12-01,5,4,5,545,Loyal Customers
12452.0,8,3,428.57000000000005,2011-12-01,5,2,2,522,Loyal Customers
12453.0,126,1,707.09,2011-12-01,3,1,3,313,Others
12454.0,45,9,4292.71,2011-12-01,4,4,5,445,Big Spenders
12455.0,65,10,5879.95,2011-12-01,3,4,5,345,Big Spenders
12456.0,36,4,3153.89,2011-12-01,4,3,5,435,Big Spenders
12457.0,50,14,2472.31,2011-12-01,4,5,4,454,Frequent Buyers
12458.0,63,4,1777.49,2011-12-01,3,3,4,334,Others
12459.0,597,1,454.36,2011-12-01,1,1,2,112,Hibernating
12460.0,448,1,326.65,2011-12-01,1,1,2,112,Hibernating
12461.0,86,2,826.88,2011-12-01,3,2,3,323,Others
12462.0,10,3,1168.79,2011-12-01,5,2,3,523,Loyal Customers
12463.0,38,7,1303.63,2011-12-01,4,4,4,444,Others
12464.0,2,8,1212.05,2011-12-01,5,4,4,544,Loyal Customers
12465.0,9,2,742.19,2011-12-01,5,2,3,523,Loyal Customers
12466.0,674,1,56.73,2011-12-01,1,1,1,111,Hibernating
12468.0,135,10,3624.55,2011-12-01,3,4,5,345,Big Spenders
12469.0,514,2,3070.54,2011-12-01,1,2,5,125,Big Spenders
12470.0,681,1,211.95,2011-12-01,1,1,1,111,Hibernating
12471.0,2,128,35710.1,2011-12-01,5,5,5,555,Champions
12472.0,22,37,16956.69,2011-12-01,4,5,5,455,Frequent Buyers
12473.0,21,9,2848.23,2011-12-01,4,4,4,444,Others
12474.0,9,54,11966.45,2011-12-01,5,5,5,555,Champions
12475.0,45,2,1149.64,2011-12-01,4,2,3,423,Others
12476.0,7,37,13814.37,2011-12-01,5,5,5,555,Champions
12477.0,14,12,20173.64,2011-12-01,5,5,5,555,Champions
12479.0,3,1,527.2,2011-12-01,5,1,2,512,Loyal Customers
12480.0,20,8,5435.1,2011-12-01,4,4,5,445,Big Spenders
12481.0,14,18,12217.03,2011-12-01,5,5,5,555,Champions
12482.0,441,32,21893.53,2011-12-01,1,5,5,155,Frequent Buyers
12483.0,9,27,4846.87,2011-12-01,5,5,5,555,Champions
12484.0,24,16,6303.85,2011-12-01,4,5,5,455,Frequent Buyers
12485.0,521,1,708.1,2011-12-01,1,1,3,113,Hibernating
12486.0,423,1,1037.28,2011-12-01,1,1,3,113,Hibernating
12487.0,722,2,259.8,2011-12-01,1,2,1,121,Others
12488.0,1,3,1298.66,2011-12-01,5,2,4,524,Loyal Customers
12489.0,328,1,334.93,2011-12-01,2,1,2,212,Others
12490.0,9,21,9356.34,2011-12-01,5,5,5,555,Champions
12491.0,30,1,460.40000000000003,2011-12-01,4,1,2,412,Others
12492.0,55,3,715.21,2011-12-01,4,2,3,423,Others
12493.0,157,3,416.79,2011-12-01,3,2,2,322,Others
12494.0,1,17,1743.52,2011-12-01,5,5,4,554,Loyal Customers
12495.0,626,2,323.4,2011-12-01,1,2,2,122,Others
12496.0,612,2,54.09,2011-12-01,1,2,1,121,Others
12497.0,73,4,6211.75,2011-12-01,3,3,5,335,Big Spenders
12498.0,13,3,403.70000000000005,2011-12-01,5,2,2,522,Loyal Customers
12499.0,552,1,393.72,2011-12-01,1,1,2,112,Hibernating
12500.0,15,25,5872.3099999999995,2011-12-01,5,5,5,555,Champions
12501.0,307,2,2089.68,2011-12-01,2,2,4,224,Others
12502.0,87,5,3723.87,2011-12-01,3,3,5,335,Big Spenders
12504.0,10,6,411.0,2011-12-01,5,4,2,542,Loyal Customers
12505.0,293,3,908.0,2011-12-01,2,2,3,223,Others
12506.0,224,1,73.5,2011-12-01,2,1,1,211,At Risk
12507.0,126,5,1797.31,2011-12-01,3,3,4,334,Others
12508.0,18,2,398.27,2011-12-01,4,2,2,422,Others
12509.0,276,1,176.5,2011-12-01,2,1,1,211,At Risk
12510.0,134,16,3689.33,2011-12-01,3,5,5,355,Frequent Buyers
12511.0,406,2,3065.77,2011-12-01,1,2,5,125,Big Spenders
12512.0,58,2,138.03,2011-12-01,3,2,1,321,Others
12513.0,76,2,586.79,2011-12-01,3,2,2,322,Others
12514.0,259,2,1597.76,2011-12-01,2,2,4,224,Others
12515.0,345,1,383.7,2011-12-01,2,1,2,212,Others
12516.0,69,4,2648.62,2011-12-01,3,3,4,334,Others
12517.0,20,6,2464.89,2011-12-01,4,4,4,444,Others
12518.0,20,4,1717.75,2011-12-01,4,3,4,434,Others
12519.0,55,3,695.19,2011-12-01,4,2,3,423,Others
12520.0,71,6,2582.51,2011-12-01,3,4,4,344,Others
12521.0,134,1,599.68,2011-12-01,3,1,2,312,Others
12522.0,31,2,192.72,2011-12-01,4,2,1,421,Others
12523.0,11,29,4240.05,2011-12-01,5,5,5,555,Champions
12524.0,1,18,11091.36,2011-12-01,5,5,5,555,Champions
12525.0,483,8,835.1800000000001,2011-12-01,1,4,3,143,Others
12526.0,45,2,1039.58,2011-12-01,4,2,3,423,Others
12527.0,73,5,735.51,2011-12-01,3,3,3,333,Others
12528.0,1,8,1922.28,2011-12-01,5,4,4,544,Loyal Customers
12529.0,514,2,311.78000000000003,2011-12-01,1,2,2,122,Others
12530.0,51,12,3689.86,2011-12-01,4,5,5,455,Frequent Buyers
12531.0,6,3,1899.05,2011-12-01,5,2,4,524,Loyal Customers
12532.0,22,1,349.83000000000004,2011-12-01,4,1,2,412,Others
12533.0,610,6,1149.99,2011-12-01,1,4,3,143,Others
12534.0,122,1,1089.18,2011-12-01,3,1,3,313,Others
12535.0,83,2,716.35,2011-12-01,3,2,3,323,Others
12536.0,35,4,4279.71,2011-12-01,4,3,5,435,Big Spenders
12537.0,400,1,732.94,2011-12-01,2,1,3,213,Others
12538.0,21,2,640.45,2011-12-01,4,2,3,423,Others
12539.0,14,8,9498.9,2011-12-01,5,4,5,545,Loyal Customers
12540.0,11,36,22107.29,2011-12-01,5,5,5,555,Champions
12541.0,21,3,981.18,2011-12-01,4,2,3,423,Others
12542.0,476,4,423.38,2011-12-01,1,3,2,132,Others
12543.0,440,1,980.25,2011-12-01,1,1,3,113,Hibernating
12544.0,21,2,355.7,2011-12-01,4,2,2,422,Others
12545.0,67,2,1000.39,2011-12-01,3,2,3,323,Others
12546.0,38,3,1141.5,2011-12-01,4,2,3,423,Others
12547.0,189,3,383.58,2011-12-01,2,2,2,222,Others
12548.0,158,1,95.19999999999999,2011-12-01,3,1,1,311,At Risk
12549.0,567,6,1575.68,2011-12-01,1,4,4,144,Others
12550.0,71,1,964.83,2011-12-01,3,1,3,313,Others
12551.0,349,1,168.0,2011-12-01,2,1,1,211,At Risk
12552.0,30,2,437.82,2011-12-01,4,2,2,422,Others
12553.0,0,17,4548.82,2011-12-01,5,5,5,555,Champions
12554.0,440,1,468.5,2011-12-01,1,1,2,112,Hibernating
12555.0,674,1,129.23,2011-12-01,1,1,1,111,Hibernating
12556.0,42,2,603.71,2011-12-01,4,2,3,423,Others
12557.0,8,8,18716.14,2011-12-01,5,4,5,545,Loyal Customers
12559.0,302,3,536.21,2011-12-01,2,2,2,222,Others
12560.0,92,3,1403.69,2011-12-01,3,2,4,324,Others
12561.0,294,1,238.85,2011-12-01,2,1,1,211,At Risk
12562.0,0,9,4966.92,2011-12-01,5,4,5,545,Loyal Customers
12563.0,400,1,249.24,2011-12-01,2,1,1,211,At Risk
12564.0,253,1,456.90000000000003,2011-12-01,2,1,2,212,Others
12565.0,273,2,131.17000000000002,2011-12-01,2,2,1,221,Others
12566.0,64,2,346.7,2011-12-01,3,2,2,322,Others
12567.0,14,17,13393.82,2011-12-01,5,5,5,555,Champions
12568.0,636,1,70.0,2011-12-01,1,1,1,111,Hibernating
12569.0,0,30,3578.16,2011-12-01,5,5,5,555,Champions
12570.0,674,1,77.52,2011-12-01,1,1,1,111,Hibernating
12571.0,31,2,519.61,2011-12-01,4,2,2,422,Others
12572.0,0,3,1004.72,2011-12-01,5,2,3,523,Loyal Customers
12573.0,219,5,717.41,2011-12-01,2,3,3,233,Others
12574.0,307,1,218.45000000000002,2011-12-01,2,1,1,211,At Risk
12575.0,449,2,622.82,2011-12-01,1,2,3,123,Others
12576.0,27,11,2083.87,2011-12-01,4,5,4,454,Frequent Buyers
12577.0,27,9,1591.35,2011-12-01,4,4,4,444,Others
12578.0,13,7,4572.45,2011-12-01,5,4,5,545,Loyal Customers
12579.0,65,3,410.72,2011-12-01,3,2,2,322,Others
12580.0,238,2,1052.9,2011-12-01,2,2,3,223,Others
12581.0,31,1,197.71,2011-12-01,4,1,1,411,At Risk
12582.0,230,4,1980.4,2011-12-01,2,3,4,234,Others
12583.0,10,30,13650.13,2011-12-01,5,5,5,555,Champions
12584.0,1,17,1693.5,2011-12-01,5,5,4,554,Loyal Customers
12585.0,226,4,1982.81,2011-12-01,2,3,4,234,Others
12586.0,9,5,2028.67,2011-12-01,5,3,4,534,Loyal Customers
12588.0,31,5,938.98,2011-12-01,4,3,3,433,Others
12589.0,20,11,3094.17,2011-12-01,4,5,5,455,Frequent Buyers
12590.0,182,5,9853.48,2011-12-01,3,3,5,335,Big Spenders
12591.0,309,3,1352.15,2011-12-01,2,2,4,224,Others
12592.0,84,8,1152.62,2011-12-01,3,4,3,343,Others
12593.0,100,3,418.1,2011-12-01,3,2,2,322,Others
12594.0,29,17,5044.51,2011-12-01,4,5,5,455,Frequent Buyers
12595.0,496,1,299.02,2011-12-01,1,1,2,112,Hibernating
12596.0,43,2,618.27,2011-12-01,4,2,3,423,Others
12597.0,11,5,3683.13,2011-12-01,5,3,5,535,Loyal Customers
12598.0,1,15,4414.67,2011-12-01,5,5,5,555,Champions
12599.0,21,13,2296.72,2011-12-01,4,5,4,454,Frequent Buyers
12600.0,20,26,4955.79,2011-12-01,4,5,5,455,Frequent Buyers
12601.0,181,7,673.76,2011-12-01,3,4,3,343,Others
12602.0,50,1,153.12,2011-12-01,4,1,1,411,At Risk
12603.0,13,1,739.1999999999999,2011-12-01,5,1,3,513,Loyal Customers
12604.0,71,2,254.18,2011-12-01,3,2,1,321,Others
12605.0,357,5,1217.95,2011-12-01,2,3,4,234,Others
12606.0,674,1,21.0,2011-12-01,1,1,1,111,Hibernating
12607.0,50,2,7.105427357601002e-15,2011-12-01,4,2,1,421,Others
12608.0,396,1,415.79,2011-12-01,2,1,2,212,Others
12609.0,70,10,3417.86,2011-12-01,3,4,5,345,Big Spenders
12610.0,14,7,2057.99,2011-12-01,5,4,4,544,Loyal Customers
12611.0,44,1,1193.32,2011-12-01,4,1,3,413,Others
12612.0,49,2,643.59,2011-12-01,4,2,3,423,Others
12613.0,23,13,6591.52,2011-12-01,4,5,5,455,Frequent Buyers
12614.0,269,1,315.6,2011-12-01,2,1,2,212,Others
12615.0,28,10,5142.03,2011-12-01,4,4,5,445,Big Spenders
12616.0,77,7,1045.35,2011-12-01,3,4,3,343,Others
12617.0,21,1,355.53000000000003,2011-12-01,4,1,2,412,Others
12618.0,13,1,177.31,2011-12-01,5,1,1,511,Loyal Customers
12619.0,8,14,3354.95,2011-12-01,5,5,5,555,Champions
12620.0,6,3,1339.41,2011-12-01,5,2,4,524,Loyal Customers
12621.0,15,43,23391.11,2011-12-01,5,5,5,555,Champions
12622.0,224,1,180.1,2011-12-01,2,1,1,211,At Risk
12623.0,268,9,3639.84,2011-12-01,2,4,5,245,Big Spenders
12624.0,98,2,641.13,2011-12-01,3,2,3,323,Others
12625.0,203,5,5095.38,2011-12-01,2,3,5,235,Big Spenders
12626.0,15,13,6388.35,2011-12-01,5,5,5,555,Champions
12627.0,2,7,4478.53,2011-12-01,5,4,5,545,Loyal Customers
12628.0,10,3,554.36,2011-12-01,5,2,2,522,Loyal Customers
12629.0,377,2,1558.22,2011-12-01,2,2,4,224,Others
12630.0,1,2,1270.88,2011-12-01,5,2,4,524,Loyal Customers
12631.0,49,7,3452.27,2011-12-01,4,4,5,445,Big Spenders
12632.0,512,4,738.88,2011-12-01,1,3,3,133,Others
12633.0,50,10,5595.21,2011-12-01,4,4,5,445,Big Spenders
12634.0,527,2,490.0,2011-12-01,1,2,2,122,Others
12635.0,81,4,2930.41,2011-12-01,3,3,5,335,Big Spenders
12636.0,730,1,141.0,2011-12-01,1,1,1,111,Hibernating
12637.0,59,14,8271.66,2011-12-01,3,5,5,355,Frequent Buyers
12638.0,25,2,921.49,2011-12-01,4,2,3,423,Others
12639.0,230,3,1312.3700000000001,2011-12-01,2,2,4,224,Others
12640.0,15,3,1174.58,2011-12-01,5,2,3,523,Loyal Customers
12641.0,107,1,185.9,2011-12-01,3,1,1,311,At Risk
12642.0,17,3,1013.26,2011-12-01,4,2,3,423,Others
12643.0,120,14,7880.9,2011-12-01,3,5,5,355,Frequent Buyers
12644.0,121,6,1815.54,2011-12-01,3,4,4,344,Others
12645.0,25,10,3499.1,2011-12-01,4,4,5,445,Big Spenders
12646.0,41,1,731.69,2011-12-01,4,1,3,413,Others
12647.0,14,45,17682.79,2011-12-01,5,5,5,555,Champions
12648.0,146,5,1097.0,2011-12-01,3,3,3,333,Others
12649.0,99,10,2238.7,2011-12-01,3,4,4,344,Others
12651.0,326,5,365.3,2011-12-01,2,3,2,232,Others
12652.0,314,3,1011.58,2011-12-01,2,2,3,223,Others
12653.0,140,3,4160.83,2011-12-01,3,2,5,325,Big Spenders
12654.0,2,5,601.98,2011-12-01,5,3,3,533,Loyal Customers
12655.0,415,1,261.35,2011-12-01,1,1,1,111,Hibernating
12656.0,9,12,6320.78,2011-12-01,5,5,5,555,Champions
12657.0,3,5,1152.06,2011-12-01,5,3,3,533,Loyal Customers
12658.0,10,1,686.05,2011-12-01,5,1,3,513,Loyal Customers
12659.0,21,1,91.68,2011-12-01,4,1,1,411,At Risk
12660.0,3,1,245.10000000000002,2011-12-01,5,1,1,511,Loyal Customers
12661.0,428,1,162.0,2011-12-01,1,1,1,111,Hibernating
12662.0,15,21,6724.22,2011-12-01,5,5,5,555,Champions
12663.0,616,3,204.0,2011-12-01,1,2,1,121,Others
12664.0,0,12,6052.04,2011-12-01,5,5,5,555,Champions
12665.0,316,5,301.45,2011-12-01,2,3,2,232,Others
12666.0,351,2,1020.98,2011-12-01,2,2,3,223,Others
12667.0,50,1,620.13,2011-12-01,4,1,3,413,Others
12668.0,3,11,11409.880000000001,2011-12-01,5,5,5,555,Champions
12669.0,142,4,1607.73,2011-12-01,3,3,4,334,Others
12670.0,2,8,3750.3900000000003,2011-12-01,5,4,5,545,Loyal Customers
12671.0,598,1,2622.481,2011-12-01,1,1,4,114,Others
12672.0,321,3,410.5,2011-12-01,2,2,2,222,Others
12673.0,318,2,840.4,2011-12-01,2,2,3,223,Others
12674.0,3,7,1919.31,2011-12-01,5,4,4,544,Loyal Customers
12675.0,545,4,934.8,2011-12-01,1,3,3,133,Others
12676.0,16,12,2773.09,2011-12-01,5,5,4,554,Loyal Customers
12677.0,547,3,389.3,2011-12-01,1,2,2,122,Others
12678.0,34,23,33851.13,2011-12-01,4,5,5,455,Frequent Buyers
12679.0,44,9,1058.67,2011-12-01,4,4,3,443,Others
12680.0,65,3,613.36,2011-12-01,3,2,3,323,Others
12681.0,6,56,30551.760000000002,2011-12-01,5,5,5,555,Champions
12682.0,1,52,23309.18,2011-12-01,5,5,5,555,Champions
12683.0,28,25,11621.12,2011-12-01,4,5,5,455,Frequent Buyers
12684.0,16,6,2104.23,2011-12-01,5,4,4,544,Loyal Customers
12685.0,20,6,2863.08,2011-12-01,4,4,4,444,Others
12686.0,363,1,178.28,2011-12-01,2,1,1,211,At Risk
12687.0,472,2,2138.91,2011-12-01,1,2,4,124,Others
12688.0,105,1,4873.81,2011-12-01,3,1,5,315,Big Spenders
12689.0,17,2,1247.6100000000001,2011-12-01,4,2,4,424,Others
12690.0,197,1,389.01,2011-12-01,2,1,2,212,Others
12691.0,20,7,1170.4,2011-12-01,4,4,3,443,Others
12692.0,629,1,110.95,2011-12-01,1,1,1,111,Hibernating
12693.0,112,11,1640.42,2011-12-01,3,5,4,354,Frequent Buyers
12694.0,62,4,1839.45,2011-12-01,3,3,4,334,Others
12695.0,58,6,1322.02,2011-12-01,3,4,4,344,Others
12696.0,426,3,801.15,2011-12-01,1,2,3,123,Others
12697.0,13,5,939.02,2011-12-01,5,3,3,533,Loyal Customers
12698.0,582,1,339.75,2011-12-01,1,1,2,112,Hibernating
12699.0,409,1,638.11,2011-12-01,1,1,3,113,Hibernating
12700.0,57,4,3589.24,2011-12-01,3,3,5,335,Big Spenders
12701.0,71,6,2446.41,2011-12-01,3,4,4,344,Others
12702.0,11,1,219.0,2011-12-01,5,1,1,511,Loyal Customers
12703.0,56,7,892.1800000000001,2011-12-01,3,4,3,343,Others
12704.0,14,9,2022.08,2011-12-01,5,4,4,544,Loyal Customers
12705.0,7,22,11554.0,2011-12-01,5,5,5,555,Champions
12707.0,283,1,603.42,2011-12-01,2,1,3,213,Others
12708.0,21,30,5118.16,2011-12-01,4,5,5,455,Frequent Buyers
12709.0,7,54,30314.26,2011-12-01,5,5,5,555,Champions
12710.0,88,4,1130.57,2011-12-01,3,3,3,333,Others
12711.0,603,2,1339.05,2011-12-01,1,2,4,124,Others
12712.0,14,28,6979.66,2011-12-01,5,5,5,555,Champions
12714.0,1,12,14093.710000000001,2011-12-01,5,5,5,555,Champions
12715.0,98,1,353.86,2011-12-01,3,1,2,312,Others
12716.0,125,1,677.9,2011-12-01,3,1,3,313,Others
12717.0,143,4,1258.91,2011-12-01,3,3,4,334,Others
12718.0,63,1,238.25,2011-12-01,3,1,1,311,At Risk
12719.0,51,2,246.75,2011-12-01,4,2,1,421,Others
12720.0,7,40,7665.41,2011-12-01,5,5,5,555,Champions
12721.0,23,10,3906.68,2011-12-01,4,4,5,445,Big Spenders
12722.0,77,6,904.33,2011-12-01,3,4,3,343,Others
12723.0,8,4,647.79,2011-12-01,5,3,3,533,Loyal Customers
12724.0,73,6,2109.28,2011-12-01,3,4,4,344,Others
12725.0,363,4,2694.56,2011-12-01,2,3,4,234,Others
12726.0,20,11,4014.6,2011-12-01,4,5,5,455,Frequent Buyers
12727.0,2,12,5646.53,2011-12-01,5,5,5,555,Champions
12728.0,63,5,1070.17,2011-12-01,3,3,3,333,Others
12729.0,105,1,453.01,2011-12-01,3,1,2,312,Others
12730.0,513,1,829.25,2011-12-01,1,1,3,113,Hibernating
12731.0,15,19,25673.21,2011-12-01,5,5,5,555,Champions
12732.0,171,1,236.26000000000002,2011-12-01,3,1,1,311,At Risk
12733.0,226,6,2326.82,2011-12-01,2,4,4,244,Others
12734.0,344,3,639.65,2011-12-01,2,2,3,223,Others
12735.0,307,2,779.5699999999999,2011-12-01,2,2,3,223,Others
12736.0,324,1,234.0,2011-12-01,2,1,1,211,At Risk
12737.0,490,2,3710.5,2011-12-01,1,2,5,125,Big Spenders
12738.0,364,1,310.7,2011-12-01,2,1,2,212,Others
12739.0,70,4,2726.73,2011-12-01,3,3,4,334,Others
12740.0,55,1,427.6,2011-12-01,4,1,2,412,Others
12741.0,521,2,406.07,2011-12-01,1,2,2,122,Others
12742.0,591,2,1185.02,2011-12-01,1,2,3,123,Others
12743.0,126,2,546.43,2011-12-01,3,2,2,322,Others
12744.0,43,14,13158.16,2011-12-01,4,5,5,455,Frequent Buyers
12745.0,478,3,925.41,2011-12-01,1,2,3,123,Others
12746.0,519,3,230.85,2011-12-01,1,2,1,121,Others
12747.0,14,31,8726.09,2011-12-01,5,5,5,555,Champions
12748.0,0,357,49038.89,2011-12-01,5,5,5,555,Champions
12749.0,14,15,5565.43,2011-12-01,5,5,5,555,Champions
12750.0,120,1,275.88,2011-12-01,3,1,1,311,At Risk
12751.0,436,1,268.27,2011-12-01,1,1,1,111,Hibernating
12752.0,73,1,4366.78,2011-12-01,3,1,5,315,Big Spenders
12753.0,14,10,21140.94,2011-12-01,5,4,5,545,Loyal Customers
12754.0,227,5,2949.12,2011-12-01,2,3,5,235,Big Spenders
12755.0,241,22,6406.35,2011-12-01,2,5,5,255,Frequent Buyers
12756.0,78,1,112.08,2011-12-01,3,1,1,311,At Risk
12757.0,7,19,4227.7,2011-12-01,5,5,5,555,Champions
12758.0,108,8,9779.0,2011-12-01,3,4,5,345,Big Spenders
12759.0,44,8,5020.74,2011-12-01,4,4,5,445,Big Spenders
12760.0,447,1,347.8,2011-12-01,1,1,2,112,Hibernating
12761.0,449,2,782.95,2011-12-01,1,2,3,123,Others
12762.0,17,1,461.59,2011-12-01,4,1,2,412,Others
12763.0,130,2,814.16,2011-12-01,3,2,3,323,Others
12764.0,308,1,1693.88,2011-12-01,2,1,4,214,Others
12765.0,464,6,1404.58,2011-12-01,1,4,4,144,Others
12766.0,49,10,9308.0,2011-12-01,4,4,5,445,Big Spenders
12767.0,367,1,949.82,2011-12-01,2,1,3,213,Others
